Ano;Region;Tipo_caracteristica;Caracteristica;Total;No pobres;Pobreza total;Pobreza no extrema;Pobreza extrema
2012;Brunca;Hogar;Ingreso per cápita por hogar;198370.677;279480.8229;45381.24531;60158.67138;20445.94332
2012;Brunca;Hogar;Porcentaje de hogares con jefatura femenina;30.31085334;29.38545068;32.05634186;33.0425359;30.3922465
2012;Brunca;Persona;Relación de dependencia demográfica;0.481743741;0.401932611;0.629628004;0.609570444;0.663830629
2012;Brunca;Persona;Relación de dependencia económica;1.432480616;1.081970478;2.324164034;2.107994264;2.753425876
2012;Brunca;Persona;Horas semanales trabajadas en la ocupación principal;40.77452433;42.93081504;34.52501077;36.00962192;31.27855918
2012;Brunca;Persona;Escolaridad promedio personas de 15 años y más;7.371106404;8.164663754;5.915853482;6.14936824;5.509429888
2012;Brunca;Persona;Tasa de desempleo abierto;8.541466942;5.237816307;16.94581868;14.30811973;22.18366257
2012;Brunca;Persona;Tasa neta de participación;54.78746441;60.61423753;44.02198869;46.07221752;40.44773971
2012;Huetar Caribe;Hogar;Total de personas;483431;335282;148149;94708;53441
2012;Huetar Caribe;Hogar;Total de hogares;136987;101151;35836;23785;12051
2012;Huetar Caribe;Hogar;Miembros por hogar;3.529028302;3.314668169;4.134083045;3.981837292;4.434569745
2012;Huetar Caribe;Hogar;Fuerza de trabajo por hogar;1.353157599;1.455655406;1.063846411;1.092705487;1.006887395
2012;Huetar Caribe;Hogar;Ocupados por hogar;1.252578712;1.387786577;0.870939837;0.979062434;0.657538793
2012;Huetar Caribe;Hogar;Ingreso por hogar;591711.5631;732680.6025;193811.1474;244512.0392;93743.04405
2012;Huetar Caribe;Hogar;Ingreso per cápita por hogar;190105.5535;240497.3041;47869.36753;61727.26366;20518.10543
2012;Huetar Caribe;Hogar;Porcentaje de hogares con jefatura femenina;31.21756079;28.66901958;38.41109499;34.53857473;46.05426936
2012;Huetar Caribe;Persona;Relación de dependencia demográfica;0.510087959;0.426324257;0.741433827;0.719618702;0.781485432
2012;Huetar Caribe;Persona;Relación de dependencia económica;1.607995037;1.277096733;2.885977337;2.64401693;3.404236031
2012;Huetar Caribe;Persona;Horas semanales trabajadas en la ocupación principal;46.36736446;47.91500411;39.42552305;42.02709666;31.78003534
2012;Huetar Caribe;Persona;Escolaridad promedio personas de 15 años y más;7.094334224;7.522531952;5.909531379;6.00556006;5.724795467
2012;Huetar Caribe;Persona;Tasa de desempleo abierto;7.432902652;4.662424189;18.13293463;10.40015391;34.69589583
2012;Huetar Caribe;Persona;Tasa neta de participación;53.49484863;57.8513728;41.44183316;42.90123966;38.6273199
2012;Huetar Norte;Hogar;Total de personas;269556;194019;75537;51589;23948
2012;Huetar Norte;Hogar;Total de hogares;74806;56373;18433;12369;6064
2012;Huetar Norte;Hogar;Miembros por hogar;3.603400797;3.441700814;4.097922205;4.170830302;3.949208443
2012;Huetar Norte;Hogar;Fuerza de trabajo por hogar;1.561104724;1.700299789;1.13540932;1.231223219;0.939973615
2012;Huetar Norte;Hogar;Ocupados por hogar;1.452851376;1.616908804;0.951120273;1.063465114;0.721965699
2012;Huetar Norte;Hogar;Ingreso por hogar;708104.9823;877106.9174;191252.2677;244647.6323;82339.46002
2012;Huetar Norte;Hogar;Ingreso per cápita por hogar;225903.3341;284720.7207;46024.17528;58455.28837;20667.90257
2012;Huetar Norte;Hogar;Porcentaje de hogares con jefatura femenina;30.39996792;26.24305962;43.11289535;40.55299539;48.33443272
2012;Huetar Norte;Persona;Relación de dependencia demográfica;0.484417531;0.395237033;0.7757117;0.752046188;0.828929281
2012;Huetar Norte;Persona;Relación de dependencia económica;1.308237712;1.024172935;2.609202542;2.387550069;3.201403509
2012;Huetar Norte;Persona;Horas semanales trabajadas en la ocupación principal;44.92002252;46.14784887;38.55846452;39.72054128;35.06692554
2012;Huetar Norte;Persona;Escolaridad promedio personas de 15 años y más;7.051940088;7.649107288;5.194058699;5.552385577;4.388232885
2012;Huetar Norte;Persona;Tasa de desempleo abierto;6.934406576;4.904487173;16.23106694;13.62532011;23.19298246
2012;Huetar Norte;Persona;Tasa neta de participación;59.35058929;64.29500939;43.89195311;46.22131844;38.68340685
2013;Total;Hogar;Total de personas;4709161;3612649;1096512;756740;339772
2013;Total;Hogar;Total de hogares;1376000;1090533;285467;196910;88557
2013;Total;Hogar;Miembros por hogar;3.422355378;3.312736983;3.841116486;3.843075517;3.836760505
2013;Total;Hogar;Fuerza de trabajo por hogar;1.600808866;1.707041419;1.194982257;1.214412676;1.151777951
2013;Total;Hogar;Ocupados por hogar;1.464109738;1.609214944;0.909782917;0.998009243;0.713608185
2013;Total;Hogar;Ingreso por hogar;979291.5764;1180966.158;208860.0157;261735.201;91289.94503
2013;Total;Hogar;Ingreso per cápita por hogar;328687.5034;400527.8112;54245.18137;68343.95952;22895.98927
2013;Total;Hogar;Porcentaje de hogares con jefatura femenina;35.8875;34.78005709;40.11812223;38.67858412;43.31899229
2013;Total;Persona;Relación de dependencia demográfica;0.446955056;0.388418489;0.680112302;0.67479844;0.692066354
2013;Total;Persona;Relación de dependencia económica;1.137891319;0.940630699;2.214371145;2.164554845;2.331163356
2013;Total;Persona;Horas semanales trabajadas en la ocupación principal;43.58412848;44.4373099;37.82325105;40.23633459;30.31926576
2013;Total;Persona;Escolaridad promedio personas de 15 años y más;8.638889259;9.208870295;6.393417808;6.495631945;6.151206155
2013;Total;Persona;Tasa de desempleo abierto;8.539378485;5.73076169;23.86640792;17.81959604;38.0429028
2013;Total;Persona;Tasa neta de participación;59.71727789;63.2421655;45.78979231;45.65440268;46.11037775
2013;Central;Hogar;Total de personas;3107918;2555658;552260;410978;141282
2013;Central;Hogar;Total de hogares;916643;769517;147126;110274;36852
2013;Central;Hogar;Miembros por hogar;3.390543538;3.321119611;3.753653331;3.726880316;3.833767502
2013;Central;Hogar;Fuerza de trabajo por hogar;1.682741264;1.771382569;1.219118307;1.227233981;1.194833388
2013;Central;Hogar;Ocupados por hogar;1.552796454;1.671483541;0.932024251;0.997125342;0.737219147
2013;Central;Hogar;Ingreso por hogar;1142288.796;1317515.076;225798.1572;267273.7442;101688.7769
2013;Central;Hogar;Ingreso per cápita por hogar;384223.8607;446190.986;60115.57039;71689.84008;25481.33027
2013;Central;Hogar;Porcentaje de hogares con jefatura femenina;37.08652114;36.40153499;40.6692223;38.75346863;46.40182351
2013;Central;Persona;Relación de dependencia demográfica;0.419421768;0.373081285;0.681725027;0.660188488;0.747674419
2013;Central;Persona;Relación de dependencia económica;1.014892967;0.874874276;2.07899021;2.036813171;2.208621003
2013;Central;Persona;Horas semanales trabajadas en la ocupación principal;43.68451586;44.13629915;39.45093163;41.44113608;31.39598057
2013;Central;Persona;Escolaridad promedio personas de 15 años y más;9.20193282;9.6430641;6.754005784;6.837667176;6.482797004
2013;Central;Persona;Tasa de desempleo abierto;7.722209724;5.639607691;23.5493187;18.75018473;38.2994186
2013;Central;Persona;Tasa neta de participación;61.57429363;64.17955844;47.05728026;46.45443873;49.01212168
2013;Chorotega;Hogar;Total de personas;314710;195511;119199;74766;44433
2013;Chorotega;Hogar;Total de hogares;88703;58416;30287;19133;11154
2013;Chorotega;Hogar;Miembros por hogar;3.547907061;3.346874144;3.935648958;3.90769874;3.98359333
2013;Chorotega;Hogar;Fuerza de trabajo por hogar;1.4425104;1.586157902;1.165450523;1.194062614;1.116370809
2013;Chorotega;Hogar;Ocupados por hogar;1.280813501;1.489609011;0.878099515;0.993309988;0.680473373
2013;Chorotega;Hogar;Ingreso por hogar;639019.9317;871407.1531;190803.4718;251480.0483;86721.98188
2013;Chorotega;Hogar;Ingreso per cápita por hogar;205814.9564;287411.9016;48434.98644;64144.52375;21487.65119
2013;Chorotega;Hogar;Porcentaje de hogares con jefatura femenina;36.5399141;33.96672145;41.50295506;39.4762975;44.97937959
2013;Chorotega;Persona;Relación de dependencia demográfica;0.49697408;0.42390552;0.634497511;0.68070136;0.562231911
2013;Chorotega;Persona;Relación de dependencia económica;1.459536556;1.110051048;2.376933537;2.272607896;2.568342435
2013;Chorotega;Persona;Horas semanales trabajadas en la ocupación principal;42.99997359;45.67300642;34.25399511;37.26593002;26.71225296
2013;Chorotega;Persona;Escolaridad promedio personas de 15 años y más;7.819081517;8.682814801;6.23824444;6.158101209;6.374652567
2013;Chorotega;Persona;Tasa de desempleo abierto;11.20940956;6.086965907;24.65578786;16.81257113;39.0459364
2013;Chorotega;Persona;Tasa neta de participación;53.45423252;59.85748986;41.73475058;42.88234852;39.78147663
2013;Pacífico Central;Hogar;Total de personas;235584;154974;80610;53919;26691
2013;Pacífico Central;Hogar;Total de hogares;71246;49454;21792;14252;7540
2013;Pacífico Central;Hogar;Miembros por hogar;3.306627741;3.133700004;3.699063877;3.78325849;3.539920424
2013;Pacífico Central;Hogar;Fuerza de trabajo por hogar;1.411124835;1.542746795;1.112426579;1.083777715;1.166578249
2013;Pacífico Central;Hogar;Ocupados por hogar;1.254147601;1.439822866;0.832782673;0.93285153;0.643633952
2013;Pacífico Central;Hogar;Ingreso por hogar;731321.1468;965330.4952;200268.5441;261210.3769;85077.16464
2013;Pacífico Central;Hogar;Ingreso per cápita por hogar;259012.8;349576.8454;53489.93379;70069.39167;22151.68
2013;Pacífico Central;Hogar;Porcentaje de hogares con jefatura femenina;35.53322292;33.24907995;40.7167768;42.17653663;37.95755968
2013;Pacífico Central;Persona;Relación de dependencia demográfica;0.470103453;0.393194843;0.64449794;0.674347111;0.587332739
2013;Pacífico Central;Persona;Relación de dependencia económica;1.343256711;1.031247133;2.325220691;2.490806681;2.034447476
2013;Pacífico Central;Persona;Horas semanales trabajadas en la ocupación principal;42.3891979;44.42334106;34.40808905;35.99022189;30.0737688
2013;Pacífico Central;Persona;Escolaridad promedio personas de 15 años y más;7.912453355;8.529367648;6.512690992;6.52043073;6.496217428
2013;Pacífico Central;Persona;Tasa de desempleo abierto;11.12426271;6.671472574;25.13818992;13.92593552;44.82719418
2013;Pacífico Central;Persona;Tasa neta de participación;54.95987492;60.15580033;43.2128915;40.64736842;48.59937013
2013;Brunca;Hogar;Total de personas;287309;175362;111947;64958;46989
2013;Brunca;Hogar;Total de hogares;83895;54251;29644;17777;11867
2013;Brunca;Hogar;Miembros por hogar;3.424626021;3.232419679;3.776379706;3.654047365;3.959635965
2013;Brunca;Hogar;Fuerza de trabajo por hogar;1.310268788;1.457834879;1.040210498;1.04983968;1.025785793
2013;Brunca;Hogar;Ocupados por hogar;1.185934799;1.386204863;0.819423829;0.895595432;0.705317266
2013;Brunca;Hogar;Ingreso por hogar;634268.3112;887661.1621;170538.1954;224895.9926;89109.14343
2013;Brunca;Hogar;Ingreso per cápita por hogar;212986.893;304234.793;45995.60224;61579.27066;22650.95968
2013;Brunca;Hogar;Porcentaje de hogares con jefatura femenina;31.43929912;28.99854381;35.90608555;36.74410755;34.65071206
2013;Brunca;Persona;Relación de dependencia demográfica;0.525955253;0.448107125;0.666125912;0.643133585;0.698991214
2013;Brunca;Persona;Relación de dependencia económica;1.613682056;1.21727421;2.630399533;2.480576542;2.860100222
2013;Brunca;Persona;Horas semanales trabajadas en la ocupación principal;41.41748246;43.10317408;36.19871557;38.53382325;31.75698925
2013;Brunca;Persona;Escolaridad promedio personas de 15 años y más;7.445987421;8.303271539;5.929826396;6.157909728;5.592461758
2013;Brunca;Persona;Tasa de desempleo abierto;9.48919718;4.913451934;21.22519133;14.69217168;31.24127167
2013;Brunca;Persona;Tasa neta de participación;51.78131492;58.24318254;40.31060448;40.89176161;39.45099819
2013;Huetar Caribe;Hogar;Total de personas;490147;332491;157656;103997;53659
2013;Huetar Caribe;Hogar;Total de hogares;139828;101940;37888;23942;13946
2013;Huetar Caribe;Hogar;Miembros por hogar;3.505356581;3.261634295;4.161106419;4.343705622;3.84762656
2013;Huetar Caribe;Hogar;Fuerza de trabajo por hogar;1.43263867;1.501648028;1.246964738;1.277879876;1.193890721
2013;Huetar Caribe;Hogar;Ocupados por hogar;1.278341963;1.408259761;0.928790118;1.068081196;0.689660118
2013;Huetar Caribe;Hogar;Ingreso por hogar;604020.1481;752361.6731;204898.129;275608.6458;83504.8124
2013;Huetar Caribe;Hogar;Ingreso per cápita por hogar;203433.1751;261292.0373;47760.33893;63761.43678;20290.21957
2013;Huetar Caribe;Hogar;Porcentaje de hogares con jefatura femenina;32.34330749;29.55856386;39.83583193;36.50906357;45.54711028
2013;Huetar Caribe;Persona;Relación de dependencia demográfica;0.511336295;0.438197434;0.692967281;0.719408864;0.644014829
2013;Huetar Caribe;Persona;Relación de dependencia económica;1.446783445;1.172036478;2.336988041;2.399150188;2.222762763
2013;Huetar Caribe;Persona;Horas semanales trabajadas en la ocupación principal;44.96090586;46.6024255;38.26430804;40.9829501;31.03607819
2013;Huetar Caribe;Persona;Escolaridad promedio personas de 15 años y más;7.160721015;7.632071665;5.981121322;5.942252002;6.053039587
2013;Huetar Caribe;Persona;Tasa de desempleo abierto;10.77010628;6.219051725;25.51592761;16.41771531;42.23423423
2013;Huetar Caribe;Persona;Tasa neta de participación;57.0803735;61.02663871;47.1926162;47.05185778;47.4534728
2013;Huetar Norte;Hogar;Total de personas;273493;198653;74840;48122;26718
2013;Huetar Norte;Hogar;Total de hogares;75685;56955;18730;11532;7198
2013;Huetar Norte;Hogar;Miembros por hogar;3.613569399;3.487893951;3.995728777;4.172910163;3.711864407
2013;Huetar Norte;Hogar;Fuerza de trabajo por hogar;1.605337914;1.709367044;1.289001602;1.408949011;1.096832453
2013;Huetar Norte;Hogar;Ocupados por hogar;1.454026557;1.609762093;0.980459156;1.107180021;0.777438177
2013;Huetar Norte;Hogar;Ingreso por hogar;713174.6056;887305.5754;183669.5662;254422.2377;70315.88371
2013;Huetar Norte;Hogar;Ingreso per cápita por hogar;225324.3439;284762.841;44581.17228;61126.12623;18074.30803
2013;Huetar Norte;Hogar;Porcentaje de hogares con jefatura femenina;32.41329193;29.88850847;40.09076348;39.80228928;40.55293137
2013;Huetar Norte;Persona;Relación de dependencia demográfica;0.503428125;0.419759357;0.782308059;0.744714857;0.854129077
2013;Huetar Norte;Persona;Relación de dependencia económica;1.250971193;1.04045934;2.099863314;1.961718365;2.384167194
2013;Huetar Norte;Persona;Horas semanales trabajadas en la ocupación principal;43.5827548;45.19830068;35.51698976;39.33106203;26.81468906
2013;Huetar Norte;Persona;Escolaridad promedio personas de 15 años y más;7.093145675;7.666556587;5.227832327;5.472297762;4.762139558
2013;Huetar Norte;Persona;Tasa de desempleo abierto;9.425514403;5.827007817;23.93654475;21.41802068;29.11969601
2013;Huetar Norte;Persona;Tasa neta de participación;61.37231528;64.29217653;51.87246202;53.23547721;49.27599551
2014;Total;Hogar;Total de personas;4761807;3591173;1170634;825710;344924
2014;Total;Hogar;Total de hogares;1425297;1106487;318810;224000;94810
2014;Total;Hogar;Miembros por hogar;3.340922629;3.245562759;3.671886076;3.686205357;3.638055057
2014;Total;Hogar;Fuerza de trabajo por hogar;1.571182708;1.704875882;1.107176688;1.171223214;0.955859087
2014;Total;Hogar;Ocupados por hogar;1.436530772;1.607778492;0.842185;0.945169643;0.598871427
2014;Total;Hogar;Ingreso por hogar;1008481.726;1236195.96;218158.8397;270867.9845;93627.16133
2014;Total;Hogar;Ingreso per cápita por hogar;348323.5932;431635.7978;59173.71916;73703.57327;24845.1956
2014;Total;Hogar;Porcentaje de hogares con jefatura femenina;37.69158288;36.07570627;43.29977102;42.396875;45.43297121
2014;Total;Persona;Relación de dependencia demográfica;0.432362837;0.365030034;0.687439543;0.675240903;0.717372687
2014;Total;Persona;Relación de dependencia económica;1.126374362;0.903694452;2.316440921;2.14731241;2.806057931
2014;Total;Persona;Horas semanales trabajadas en la ocupación principal;43.74254968;44.70869952;37.34707716;39.59800256;28.98623643
2014;Total;Persona;Escolaridad promedio personas de 15 años y más;8.834957852;9.478508836;6.480654589;6.591541797;6.197412896
2014;Total;Persona;Tasa de desempleo abierto;8.570100411;5.695276192;23.93400174;19.30063959;37.34731034
2014;Total;Persona;Tasa neta de participación;59.45579701;63.73821564;43.74740505;45.26130739;39.88530636
2014;Central;Hogar;Total de personas;2965946;2400711;565235;423044;142191
2014;Central;Hogar;Total de hogares;881994;730083;151911;112541;39370
2014;Central;Hogar;Miembros por hogar;3.362773443;3.288271334;3.72082996;3.759021157;3.611658623
2014;Central;Hogar;Fuerza de trabajo por hogar;1.670879847;1.777055485;1.160600615;1.242764859;0.925730251
2014;Central;Hogar;Ocupados por hogar;1.539779182;1.676657312;0.881944033;0.996730081;0.553822708
2014;Central;Hogar;Ingreso por hogar;1203752.072;1404003.222;241346.7192;291573.6948;97770.54279
2014;Central;Hogar;Ingreso per cápita por hogar;412958.8876;485596.8995;63861.20789;77340.17072;25330.95754
2014;Central;Hogar;Porcentaje de hogares con jefatura femenina;38.43937714;37.31657907;43.83553528;41.58040181;50.28194056
2014;Central;Persona;Relación de dependencia demográfica;0.406699219;0.354722486;0.680156829;0.661981127;0.736662758
2014;Central;Persona;Relación de dependencia económica;1.012576457;0.850404425;2.205952084;2.024724371;2.901415793
2014;Central;Persona;Horas semanales trabajadas en la ocupación principal;43.66373937;44.18625073;38.89301862;40.39793842;31.1927628
2014;Central;Persona;Escolaridad promedio personas de 15 años y más;9.43904459;9.941774713;6.89010199;6.947019138;6.711897019
2014;Central;Persona;Tasa de desempleo abierto;7.846205417;5.649692693;24.00968759;19.79737169;40.17450475
2014;Central;Persona;Tasa neta de participación;60.94700936;64.21884931;44.32789589;46.47056674;37.66366633
2014;Chorotega;Hogar;Total de personas;359020;228726;130294;83563;46731
2014;Chorotega;Hogar;Total de hogares;106932;71378;35554;22593;12961
2014;Chorotega;Hogar;Miembros por hogar;3.357460816;3.204432738;3.66467908;3.698623467;3.605508834
2014;Chorotega;Hogar;Fuerza de trabajo por hogar;1.45559795;1.599778643;1.166141644;1.192670296;1.119898156
2014;Chorotega;Hogar;Ocupados por hogar;1.273744062;1.498024601;0.823479777;0.93050945;0.636910732
2014;Chorotega;Hogar;Ingreso por hogar;681565.7731;924778.0908;193294.1634;253684.0474;88025.38401
2014;Chorotega;Hogar;Ingreso per cápita por hogar;242680.6657;337204.6757;52914.82258;69368.85706;24232.93068
2014;Chorotega;Hogar;Porcentaje de hogares con jefatura femenina;40.69876183;39.07926812;43.95004781;41.55269331;48.12900239
2014;Chorotega;Persona;Relación de dependencia demográfica;0.479000597;0.406480018;0.626195053;0.633844951;0.612692825
2014;Chorotega;Persona;Relación de dependencia económica;1.306585288;1.003047579;2.142567714;2.101128182;2.219497072
2014;Chorotega;Persona;Horas semanales trabajadas en la ocupación principal;42.43688193;44.79181331;33.84401257;37.68834134;24.05366445
2014;Chorotega;Persona;Escolaridad promedio personas de 15 años y más;8.089635088;9.040040316;6.222967418;6.369076811;5.948142608
2014;Chorotega;Persona;Tasa de desempleo abierto;12.49341471;6.36050758;29.38424061;21.98099904;43.12779883
2014;Chorotega;Persona;Tasa neta de participación;56.45875047;62.45398907;44.65326168;44.38916711;45.15195819
2014;Pacífico Central;Hogar;Total de personas;275455;189721;85734;58203;27531
2014;Pacífico Central;Hogar;Total de hogares;83682;59022;24660;16526;8134
2014;Pacífico Central;Hogar;Miembros por hogar;3.291687579;3.214411575;3.476642336;3.521904877;3.384681583
2014;Pacífico Central;Hogar;Fuerza de trabajo por hogar;1.440799694;1.624682322;1.000689376;1.039029408;0.922793214
2014;Pacífico Central;Hogar;Ocupados por hogar;1.29722043;1.530819017;0.73811841;0.830327968;0.550774527
2014;Pacífico Central;Hogar;Ingreso por hogar;731945.8811;954041.5457;200375.3086;256311.0688;86729.57793
2014;Pacífico Central;Hogar;Ingreso per cápita por hogar;255586.6094;338094.3578;58110.0348;73430.47587;26983.208
2014;Pacífico Central;Hogar;Porcentaje de hogares con jefatura femenina;38.43000884;35.42746772;45.61638281;46.67191093;43.47184657
2014;Pacífico Central;Persona;Relación de dependencia demográfica;0.43897681;0.35247242;0.675768652;0.63468614;0.769799434
2014;Pacífico Central;Persona;Relación de dependencia económica;1.284625401;0.978486214;2.474247275;2.38961039;2.667865707
2014;Pacífico Central;Persona;Horas semanales trabajadas en la ocupación principal;43.55796961;45.57235201;33.57669487;37.06413059;22.89486607
2014;Pacífico Central;Persona;Escolaridad promedio personas de 15 años y más;8.012822756;8.623103621;6.448936278;6.582052888;6.139198655
2014;Pacífico Central;Persona;Tasa de desempleo abierto;9.965248115;5.777332833;26.23900798;20.08619184;40.31441513
2014;Pacífico Central;Persona;Tasa neta de participación;56.57302659;62.4426964;41.43703928;41.18733509;42.0198175
2014;Brunca;Hogar;Total de personas;356353;214700;141653;92155;49498
2014;Brunca;Hogar;Total de hogares;109574;69881;39693;27014;12679
2014;Brunca;Hogar;Miembros por hogar;3.252167485;3.072365879;3.568714887;3.411379285;3.903935642
2014;Brunca;Hogar;Fuerza de trabajo por hogar;1.36761458;1.532362159;1.077570352;1.104686459;1.019796514
2014;Brunca;Hogar;Ocupados por hogar;1.234891489;1.441894077;0.870455748;0.926963797;0.750059153
2014;Brunca;Hogar;Ingreso por hogar;671465.3369;945828.1456;188439.4271;230407.3735;99022.11479
2014;Brunca;Hogar;Ingreso per cápita por hogar;243766.599;351493.2938;54109.75369;68105.60067;24290.06677
2014;Brunca;Hogar;Porcentaje de hogares con jefatura femenina;35.05758665;31.89135817;40.63184944;43.72917746;34.03265242
2014;Brunca;Persona;Relación de dependencia demográfica;0.501759769;0.391057543;0.707767072;0.700828979;0.720831595
2014;Brunca;Persona;Relación de dependencia económica;1.377985386;1.004986786;2.311816141;2.088097313;2.828151585
2014;Brunca;Persona;Horas semanales trabajadas en la ocupación principal;41.76630907;44.2211883;34.55700716;37.02983023;28.10026385
2014;Brunca;Persona;Escolaridad promedio personas de 15 años y más;7.749684398;8.679477271;6.092165462;6.176816089;5.919124003
2014;Brunca;Persona;Tasa de desempleo abierto;9.704714557;5.903831607;19.2205181;16.0880638;26.45011601
2014;Brunca;Persona;Tasa neta de participación;56.27152121;62.67514954;44.80948739;46.54666833;41.25586293
2014;Huetar Caribe;Hogar;Total de personas;428047;291679;136368;95380;40988
2014;Huetar Caribe;Hogar;Total de hogares;129740;93179;36561;25759;10802
2014;Huetar Caribe;Hogar;Miembros por hogar;3.299267766;3.130308331;3.729876097;3.702783493;3.794482503
2014;Huetar Caribe;Hogar;Fuerza de trabajo por hogar;1.368660398;1.518925938;0.98569514;1.073527699;0.77624514
2014;Huetar Caribe;Hogar;Ocupados por hogar;1.23202559;1.411380247;0.774924099;0.888000311;0.505276801
2014;Huetar Caribe;Hogar;Ingreso por hogar;630403.9229;793207.046;215485.5071;264099.1346;99558.9721
2014;Huetar Caribe;Hogar;Ingreso per cápita por hogar;227746.5746;294208.3918;58362.64991;72505.53598;24636.80263
2014;Huetar Caribe;Hogar;Porcentaje de hogares con jefatura femenina;35.18960999;30.97049764;45.94239764;45.56853915;46.83391964
2014;Huetar Caribe;Persona;Relación de dependencia demográfica;0.478964782;0.394223491;0.699521209;0.683986432;0.736779661
2014;Huetar Caribe;Persona;Relación de dependencia económica;1.410581742;1.060869627;2.784005772;2.449173688;3.888252832
2014;Huetar Caribe;Persona;Horas semanales trabajadas en la ocupación principal;46.70833881;48.17308058;39.90932514;41.90452042;31.5476365
2014;Huetar Caribe;Persona;Escolaridad promedio personas de 15 años y más;7.456018333;7.951773406;6.201957982;6.304292769;5.943105381
2014;Huetar Caribe;Persona;Tasa de desempleo abierto;9.983105254;7.080377582;21.38298463;17.28203088;34.90757305
2014;Huetar Caribe;Persona;Tasa neta de participación;56.61099191;62.93359894;40.59430477;43.34326019;33.57222934
2014;Huetar Norte;Hogar;Total de personas;376986;265636;111350;73365;37985
2014;Huetar Norte;Hogar;Total de hogares;113375;82944;30431;19567;10864
2014;Huetar Norte;Hogar;Miembros por hogar;3.325124587;3.202594522;3.659097631;3.749425052;3.496410162
2014;Huetar Norte;Hogar;Fuerza de trabajo por hogar;1.429345094;1.571289063;1.042456705;1.067102775;0.99806701
2014;Huetar Norte;Hogar;Ocupados por hogar;1.318579934;1.511103877;0.793828662;0.862932488;0.669366716
2014;Huetar Norte;Hogar;Ingreso por hogar;760204.9755;970196.379;187843.6672;248683.9342;78265.10464
2014;Huetar Norte;Hogar;Ingreso per cápita por hogar;252618.8466;326396.2509;51528.08314;67328.81016;23069.61246
2014;Huetar Norte;Hogar;Porcentaje de hogares con jefatura femenina;33.9016538;32.29046103;38.29318787;38.44227526;38.02466863
2014;Huetar Norte;Persona;Relación de dependencia demográfica;0.477619841;0.381427635;0.771763171;0.799220129;0.721036654
2014;Huetar Norte;Persona;Relación de dependencia económica;1.326327352;1.038195643;2.510071557;2.513649425;2.503181776
2014;Huetar Norte;Persona;Horas semanales trabajadas en la ocupación principal;44.39247185;45.8593784;36.84451447;39.38721358;30.95420792
2014;Huetar Norte;Persona;Escolaridad promedio personas de 15 años y más;7.562022369;8.302882959;5.449040884;5.597825637;5.149223836
2014;Huetar Norte;Persona;Tasa de desempleo abierto;7.749364402;3.830306378;23.85020332;19.13314176;32.93368994
2014;Huetar Norte;Persona;Tasa neta de participación;57.93696193;62.89523975;43.76310562;43.16903738;44.95439469
2015;Total;Hogar;Total de personas;4823715;3685834;1137881;763696;374185
2015;Total;Hogar;Total de hogares;1462135;1144475;317660;212948;104712
2015;Total;Hogar;Miembros por hogar;3.299090029;3.220545665;3.582072027;3.586302759;3.573468179
2015;Total;Hogar;Fuerza de trabajo por hogar;1.545494773;1.664274012;1.117553359;1.151116705;1.04929712
2015;Total;Hogar;Ocupados por hogar;1.414050002;1.575263767;0.833224202;0.944178861;0.607580793
2015;Total;Hogar;Ingreso por hogar;1003155.114;1222839.901;211668.1554;269549.7757;93956.95428
2015;Total;Hogar;Ingreso per cápita por hogar;356648.0381;439304.1334;58852.17211;75228.66652;25548.04525
2015;Total;Hogar;Porcentaje de hogares con jefatura femenina;36.17306199;34.13836038;43.50374614;42.34320116;45.86389335
2015;Total;Persona;Relación de dependencia demográfica;0.451732611;0.388040141;0.704958088;0.702761775;0.709460046
2015;Total;Persona;Relación de dependencia económica;1.134649749;0.935105422;2.205280534;2.115498841;2.405582758
2015;Total;Persona;Horas semanales trabajadas en la ocupación principal;43.25058343;44.4624614;35.00784715;37.73125071;26.40109398
2015;Total;Persona;Escolaridad promedio personas de 15 años y más;8.676872838;9.263093582;6.411800825;6.566287761;6.073908114
2015;Total;Persona;Tasa de desempleo abierto;8.505028495;5.348292662;25.44211019;17.97713847;42.09640133
2015;Total;Persona;Tasa neta de participación;60.0621853;63.71402681;45.93586354;46.20714875;45.34196094
2015;Total;Persona;Tasa de ocupación;54.95387933;60.30641419;34.24881053;37.90042564;26.25462709
2015;Central;Hogar;Total de personas;3001345;2447945;553400;407879;145521
2015;Central;Hogar;Total de hogares;904141;749765;154376;112222;42154
2015;Central;Hogar;Miembros por hogar;3.31955414;3.264949684;3.584754107;3.634572544;3.452127912
2015;Central;Hogar;Fuerza de trabajo por hogar;1.636020267;1.730204798;1.178589936;1.221649944;1.063955971
2015;Central;Hogar;Ocupados por hogar;1.508424018;1.636704834;0.885396694;0.992345529;0.600678465
2015;Central;Hogar;Ingreso por hogar;1174568.853;1368039.918;234929.0559;286531.3929;97553.77806
2015;Central;Hogar;Ingreso per cápita por hogar;414861.6025;486968.8544;64655.00477;78876.7406;26794.02744
2015;Central;Hogar;Porcentaje de hogares con jefatura femenina;37.72000164;36.36699499;44.29121107;42.48721285;49.09379893
2015;Central;Persona;Relación de dependencia demográfica;0.422781599;0.375173955;0.679791198;0.686392417;0.661550944
2015;Central;Persona;Relación de dependencia económica;1.029042187;0.887030766;2.041561782;1.975134213;2.244615385
